lat_deg,lon_deg
33.56741367,73.15983797
33.56739306,73.15985358
33.56737243,73.15986922
33.56735074,73.15988335
33.56733006,73.15989902
33.56730937,73.15991471
33.56728866,73.15993040
33.56726793,73.15994609
33.56724718,73.15996181
33.56722643,73.15997752
33.56720568,73.15999325
33.56718495,73.16000899
33.56716416,73.16002473
33.56714335,73.16004051
33.56712250,73.16005624
33.56710166,73.16007194
33.56708078,73.16008766
33.56705989,73.16010337
33.56703903,73.16011908
33.56701813,73.16013480
33.56699717,73.16015051
33.56697622,73.16016620
33.56695528,73.16018193
33.56693437,73.16019762
33.56691345,73.16021334
33.56689247,73.16022911
33.56687146,73.16024488
33.56685046,73.16026063
33.56682951,73.16027635
33.56680851,73.16029208
33.56678751,73.16030779
33.56676655,73.16032353
33.56674556,73.16033930
33.56672457,73.16035504
33.56670354,73.16037078
33.56668251,73.16038651
33.56666146,73.16040228
33.56664040,73.16041802
33.56661868,73.16043233
33.56659769,73.16044798
33.56657672,73.16046362
33.56655575,73.16047928
33.56653470,73.16049494
33.56651361,73.16051059
33.56649250,73.16052622
33.56647144,73.16054192
33.56644414,73.16056504
33.56642307,73.16058077
33.56640199,73.16059651
33.56638087,73.16061226
33.56635971,73.16062803
33.56633853,73.16064377
33.56631734,73.16065946
33.56629612,73.16067519
33.56627492,73.16069095
33.56625373,73.16070676
33.56623008,73.16071394
33.56620870,73.16072968
33.56618735,73.16074533
33.56616607,73.16076098
33.56614478,73.16077670
33.56612255,73.16079170
33.56610124,73.16080733
33.56607992,73.16082297
33.56605857,73.16083865
33.56603723,73.16085437
33.56601857,73.16086265
33.56599723,73.16087835
33.56597591,73.16089405
33.56595456,73.16090977
33.56593322,73.16092555
33.56591188,73.16094135
33.56589050,73.16095717
33.56586908,73.16097298
33.56584771,73.16098879
33.56582827,73.16100653
33.56580689,73.16102233
33.56578549,73.16103817
33.56576407,73.16105402
33.56574701,73.16107113
33.56572562,73.16108698
33.56570429,73.16110288
33.56568293,73.16111879
33.56566407,73.16113222
33.56564265,73.16114812
33.56562117,73.16116408
33.56559976,73.16118006
33.56557835,73.16119595
33.56555693,73.16121181
33.56553552,73.16122775
33.56551410,73.16124377
33.56549266,73.16125970
33.56547139,73.16127629
33.56544999,73.16129219
33.56543405,73.16131050
33.56541265,73.16132643
33.56539127,73.16134239
33.56536985,73.16135832
33.56534844,73.16137418
33.56532702,73.16139008
33.56530558,73.16140602
33.56528415,73.16142195
33.56526273,73.16143787
33.56524135,73.16145378
33.56522217,73.16147226
33.56520076,73.16148815
33.56517928,73.16150401
33.56515789,73.16151987
33.56513651,73.16153578
33.56511517,73.16155163
33.56509385,73.16156747
33.56507247,73.16158332
33.56505232,73.16160002
33.56503102,73.16161591
33.56500969,73.16163188
33.56498840,73.16164774
33.56496712,73.16166356
33.56494586,73.16167944
33.56492462,73.16169543
33.56490332,73.16171139
33.56488193,73.16172707
33.56486058,73.16174276
33.56483927,73.16175869
33.56481797,73.16177466
33.56479668,73.16179052
33.56477540,73.16180635
33.56475412,73.16182222
33.56473020,73.16183921
33.56470888,73.16185511
33.56468757,73.16187101
33.56466627,73.16188685
33.56464500,73.16190269
33.56462375,73.16191858
33.56460247,73.16193447
33.56458343,73.16194920
33.56456211,73.16196507
33.56454085,73.16198091
33.56451964,73.16199674
33.56449844,73.16201259
33.56447847,73.16202589
33.56445720,73.16204177
33.56443588,73.16205760
33.56441457,73.16207345
33.56439332,73.16208932
33.56437215,73.16210514
33.56435097,73.16212091
33.56432972,73.16213675
33.56430847,73.16215264
33.56428725,73.16216846
33.56426608,73.16218428
33.56424441,73.16219751
33.56422328,73.16221330
33.56420216,73.16222908
33.56418112,73.16224484
33.56416011,73.16226061
33.56413907,73.16227630
33.56411807,73.16229192
33.56409717,73.16230758
33.56407632,73.16232324
33.56405521,73.16233857
33.56403436,73.16235425
33.56401354,73.16236993
33.56399276,73.16238554
33.56397206,73.16240112
33.56395557,73.16241767
33.56393495,73.16243323
33.56391430,73.16244879
33.56389369,73.16246433
33.56387311,73.16247980
33.56385261,73.16249522
33.56383217,73.16251062
33.56381176,73.16252599
33.56379134,73.16254135
33.56377092,73.16255672
